id,ciiu_4n4
31497,J6201
31498,L6820
31499,K6611
31500,E3600
31501,H4922
31502,C1811
31503,N8129
31504,N7911
31505,M7310
31506,Q8890
31507,R9311
31508,E3600
31509,O8412
31510,G4649
31511,L6810
31512,G4659
31513,G4649
31514,K6630
31515,J6209
31516,S9491
31517,C1079
31518,O8411
31519,O8411
31520,O8411
31521,C3250
31522,H5224
31523,M7020
31524,S9499
31525,F4220
31526,C2013
31527,I5510
31528,F4100
31529,M7020
31530,O8411
31531,G4690
31532,C2013
31533,G4719
31534,O8411
31535,L6820
31536,I5630
31537,L6820
31538,G4649
31539,H4921
31540,A0321
31541,R9311
31542,A0321
31543,M7110
31544,H4922
31545,M7020
31546,L6810
31547,S9499
31548,K6419
31549,M7020
31550,K6419
31551,K6630
31552,L6820
31553,F4210
31554,M6920
31555,M7310
31556,A0163
31557,N7721
31558,S9499
31559,P8510
31560,G4520
31561,Q8720
31562,C3250
31563,N8010
31564,A0321
31565,G4752
31566,G4663
31567,Q8890
31568,P8521
31569,G4690
31570,G4620
31571,G4620
31572,H4923
31573,S9491
31574,G4630
31575,K6630
31576,C2511
31577,H4923
31578,F4100
31579,M7020
31580,G4690
31581,C1010
31582,S9420
31583,S9491
31584,G4771
31585,S9420
31586,I5610
31587,Q8620
31588,L6820
31589,G4530
31590,M7110
31591,Q8810
31592,M7490
31593,K6630
31594,G4520
31595,M7020
31596,C1399
31597,M7110
31598,C1812
31599,Q8720
31600,A0163
31601,S9609
31602,S9420
31603,S9603
31604,M7020
31605,G4663
31606,S9411
31607,G4741
31608,M7020
31609,G4730
31610,L6820
31611,G4649
31612,N8292
31613,N7911
31614,M7020
31615,K6419
31616,O8430
31617,G4620
31618,C1420
31619,J6202
31620,K6511
31621,G4690
31622,M7310
31623,J6311
31624,G4651
31625,Q8790
31626,A0141
31627,A0119
31628,M7010
31629,Q8620
31630,S9499
31631,N8010
31632,F4100
31633,S9491
31634,S9420
31635,O8412
31636,M7110
31637,G4662
31638,G4510
31639,S9420
31640,S9420
31641,P8510
31642,I5510
31643,H5310
31644,M7020
31645,H5210
31646,S9420
31647,M7020
31648,P8510
31649,J5813
31650,F4210
31651,G4653
31652,L6820
31653,N7911
31654,L6820
31655,N8219
31656,H4921
31657,M7020
31658,H4923
31659,H5221
31660,G4530
31661,G4649
31662,P8521
31663,G4620
31664,Q8890
31665,S9491
31666,L6820
31667,G4630
31668,V0300
31669,M7010
31670,P8510
31671,L6810
31672,G4659
31673,B0729
31674,G4659
31675,S9420
31676,A0321
31677,S9412
31678,Q8690
31679,H4921
31680,J5911
31681,F4100
31682,Q8620
31683,G4751
31684,F4100
31685,N8020
31686,G4649
31687,K6419
31688,G4530
31689,O8411
31690,L6820
31691,S9420
31692,A0321
31693,S9499
31694,H5210
31695,C1050
31696,L6810
31697,G4641
31698,M7310
31699,G4721
31700,V0300
31701,Q8890
31702,L6810
31703,F4100
31704,G4630
31705,C2819
31706,H5221
31707,V0300
31708,G4659
31709,Q8690
31710,M7110
31711,G4663
31712,S9499
31713,C1010
31714,S9420
31715,I5510
31716,L6810
31717,G4653
31718,F4100
31719,K6419
31720,I5630
31721,M7020
31722,G4663
31723,N7911
31724,H4923
31725,M7020
31726,M7110
31727,M7110
31728,H5221
31729,L6810
31730,O8411
31731,M6910
31732,G4630
31733,K6430
31734,L6810
31735,C2012
31736,S9420
31737,P8549
31738,G4741
31739,I5510
31740,S9411
31741,K6419
31742,C1399
31743,M7020
31744,O8411
31745,P8530
31746,D3510
31747,H5229
31748,K6611
31749,G4620
31750,K6630
31751,C2220
31752,A0321
31753,S9411
31754,L6810
31755,G4649
31756,S9420
31757,A0163
31758,M7310
31759,C2710
31760,H4921
31761,C2310
31762,C1010
31763,G4741
31764,O8411
31765,G4530
31766,L6810
31767,M7110
31768,O8411
31769,G4663
31770,Q8890
31771,L6820
31772,F4210
31773,M7020
31774,G4530
31775,L6810
31776,G4630
31777,K6630
31778,C1010
31779,L6820
31780,F4100
31781,N8129
31782,L6810
31783,S9420
31784,Q8720
31785,C2592
31786,G4759
31787,A0150
31788,G4771
31789,Q8620
31790,G4659
31791,H4923
31792,G4510
31793,A0163
31794,L6820
31795,G4651
31796,K6499
31797,C2100
31798,M7110
31799,N7911
31800,Q8620
31801,M7110
31802,S9609
31803,L6810
31804,S9411
31805,M7020
31806,L6820
31807,G4711
31808,Q8610
31809,G4690
31810,G4641
31811,S9420
31812,G4690
31813,C1050
31814,S9491
31815,G4659
31816,L6810
31817,K6611
31818,M7110
31819,S9499
31820,H5221
31821,L6820
31822,M7110
31823,G4690
31824,Q8890
31825,L6820
31826,J6110
31827,A0149
31828,Q8810
31829,G4641
31830,C1811
31831,F4220
31832,G4649
31833,M7220
31834,P8549
31835,R9311
31836,C1410
31837,G4649
31838,O8411
31839,A0240
31840,H5011
31841,K6419
31842,H4923
31843,G4772
31844,H5221
31845,G4771
31846,R9311
31847,S9499
31848,M7110
31849,N7911
31850,G4659
31851,M7020
31852,M7020
31853,M6910
31854,C1050
31855,G4741
31856,G4653
31857,M7110
31858,G4669
31859,F4100
31860,F4100
31861,L6820
31862,L6810
31863,F4321
31864,C1102
31865,G4663
31866,G4641
31867,L6810
31868,G4641
31869,G4659
31870,H4922
31871,Q8620
31872,G4630
31873,G4730
31874,L6820
31875,L6810
31876,C1079
31877,C1050
31878,A0321
31879,G4620
31880,O8411
31881,L6810
31882,G4530
31883,M7310
31884,G4763
31885,S9491
31886,S9602
31887,O8423
31888,N8010
31889,G4659
31890,F4210
31891,P8521
31892,F4100
31893,L6810
31894,S9609
31895,S9420
31896,M6910
31897,H4923
31898,G4752
31899,S9420
31900,C2511
31901,K6499
31902,L6810
31903,R9311
31904,F4210
31905,G4799
31906,G4649
31907,M6920
31908,F4100
31909,C1392
31910,S9420
31911,N8219
31912,K6419
31913,D3510
31914,A0163
31915,A0119
31916,L6820
31917,Q8620
31918,O8411
31919,P8549
31920,M7110
31921,L6810
31922,I5510
31923,M7020
31924,L6810
31925,M6910
31926,S9420
31927,L6820
31928,M7020
31929,F4290
31930,G4649
31931,L6810
31932,G4663
31933,R9311
31934,H5221
31935,L6820
31936,C2819
31937,G4652
31938,G4649
31939,O8412
31940,G4759
31941,G4690
31942,H5224
31943,C2392
31944,O8412
31945,H5221
31946,M7020
31947,B0729
31948,J6201
31949,O8411
31950,K6611
31951,G4641
31952,S9420
31953,K6499
31954,M7020
31955,O8412
31956,L6810
31957,H4923
31958,M7310
31959,N7911
31960,M7020
31961,M7020
31962,H4923
31963,C2013
31964,S9420
31965,G4630
31966,M7020
31967,M7110
31968,G4641
31969,O8412
31970,C2819
31971,Q8790
31972,C2825
31973,L6820
31974,G4649
31975,Q8890
31976,C1079
31977,M7220
31978,O8411
31979,H4923
31980,G4641
31981,G4663
31982,M6920
31983,M7220
31984,M7110
31985,G4690
31986,G4630
31987,F4100
31988,G4630
31989,S9420
31990,M6910
31991,L6820
31992,B0729
31993,M7020
31994,G4761
31995,L6820
31996,G4659
31997,A0126
31998,F4321
31999,O8411
32000,A0122
32001,L6820
32002,H5224
32003,C2710
32004,Q8890
32005,S9420
32006,P8530
32007,H4921
32008,S9420
32009,M7110
32010,G4641
32011,S9491
32012,S9420
32013,O8411
32014,A0163
32015,C3290
32016,Q8620
32017,F4100
32018,M7020
32019,G4630
32020,V0300
32021,G4659
32022,S9420
32023,G4649
32024,M6920
32025,L6820
32026,G4641
32027,M7220
32028,L6820
32029,G4690
32030,F4100
32031,F4100
32032,G4530
32033,L6820
32034,J6201
32035,H4923
32036,F4210
32037,S9420
32038,L6820
32039,M7110
32040,L6820
32041,O8413
32042,S9420
32043,A0130
32044,G4620
32045,M7020
32046,L6820
32047,G4663
32048,Q8730
32049,F4100
32050,G4742
32051,U9900
32052,M7020
32053,M7210
32054,G4741
32055,G4510
32056,G4641
32057,G4659
32058,M7110
32059,D3510
32060,H4923
32061,S9499
32062,J6202
32063,M7020
32064,G4659
32065,M7110
32066,M7020
32067,L6810
32068,M7020
32069,F4220
32070,Q8790
32071,H5229
32072,A0210
32073,P8549
32074,F4100
32075,S9603
32076,M6910
32077,C1812
32078,A0321
32079,S9609
32080,H5224
32081,S9609
32082,O8423
32083,K6630
32084,H4922
32085,J6201
32086,S9420
32087,S9609
32088,O8413
32089,Q8790
32090,A0150
32091,H5310
32092,S9511
32093,F4100
32094,C3011
32095,F4100
32096,M7110
32097,G4663
32098,P8510
32099,A0122
32100,I5510
32101,A0321
32102,L6820
32103,K6419
32104,G4651
32105,Q8810
32106,I5610
32107,G4663
32108,L6820
32109,H5110
32110,P8510
32111,I5610
32112,Q8720
32113,Q8790
32114,G4659
32115,H4923
32116,J6120
32117,G4641
32118,A0126
32119,C2811
32120,A0122
32121,S9499
32122,I5610
32123,G4620
32124,K6630
32125,J6120
32126,H4923
32127,H5221
32128,M7110
32129,L6810
32130,K6630
32131,S9420
32132,C2824
32133,F4100
32134,P8549
32135,J6209
32136,H5221
32137,O8411
32138,M7020
32139,C3011
32140,O8423
32141,H4923
32142,H4923
32143,F4100
32144,G4741
32145,S9491
32146,G4651
32147,Q8610
32148,S9420
32149,F4210
32150,E3811
32151,S9499
32152,S9420
32153,M7110
32154,L6810
32155,F4210
32156,S9420
32157,O8412
32158,M7020
32159,S9609
32160,A0112
32161,M7020
32162,C1520
32163,G4690
32164,Q8620
32165,C1812
32166,F4210
32167,B0910
32168,M7110
32169,S9420
32170,C2310
32171,R9000
32172,P8549
32173,S9601
32174,G4620
32175,R9000
32176,G4741
32177,G4690
32178,F4321
32179,H4922
32180,M7490
32181,L6810
32182,G4659
32183,P8549
32184,Q8620
32185,H4923
32186,M7020
32187,C1410
32188,L6810
32189,L6820
32190,G4652
32191,F4100
32192,K6419
32193,L6820
32194,N7911
32195,M7020
32196,G4649
32197,C2930
32198,G4649
32199,M7020
32200,I5510
32201,F4100
32202,D3510
32203,G4690
32204,M7020
32205,L6820
32206,S9420
32207,Q8890
32208,F4321
32209,Q8790
32210,O8411
32211,C1104
32212,Q8690
32213,G4663
32214,M7320
32215,L6810
32216,F4100
32217,B0729
32218,M7110
32219,F4100
32220,C1020
32221,F4100
32222,G4741
32223,M7020
32224,M7020
32225,J6202
32226,S9603
32227,O8413
32228,G4659
32229,A0150
32230,I5610
32231,H5229
32232,G4630
32233,G4520
32234,L6810
32235,G4641
32236,G4730
32237,F4220
32238,G4690
32239,H4923
32240,H4922
32241,Q8620
32242,P8549
32243,N7911
32244,H4922
32245,G4652
32246,F4322
32247,M6910
32248,G4663
32249,G4520
32250,H4923
32251,G4759
32252,C2710
32253,P8521
32254,M7110
32255,G4690
32256,G4690
32257,M7020
32258,A0113
32259,C1410
32260,G4730
32261,O8412
32262,G4652
32263,P8521
32264,Q8620
32265,K6630
32266,G4690
32267,M7110
32268,G4663
32269,I5610
32270,M7110
32271,J6020
32272,Q8620
32273,C3290
32274,L6810
32275,A0163
32276,S9420
32277,M6920
32278,P8510
32279,M7210
32280,Q8620
32281,L6810
32282,C1073
32283,L6810
32284,G4759
32285,I5610
32286,D3510
32287,S9609
32288,G4530
32289,G4663
32290,I5610
32291,G4663
32292,C3011
32293,C1079
32294,G4540
32295,M7120
32296,B0910
32297,P8510
32298,N8129
32299,M7020
32300,O8411
32301,M7010
32302,G4741
32303,H4922
32304,N7911
32305,K6419
32306,H4922
32307,G4690
32308,N7810
32309,M7110
32310,G4690
32311,H4923
32312,I5610
32313,Q8620
32314,G4620
32315,L6810
32316,O8411
32317,H4922
32318,I5610
32319,M7310
32320,S9609
32321,N7810
32322,A0119
32323,G4752
32324,R9311
32325,M7020
32326,A0127
32327,H4923
32328,A0141
32329,Q8790
32330,M6920
32331,M7020
32332,G4651
32333,G4663
32334,G4730
32335,A0240
32336,F4100
32337,M7110
32338,H4922
32339,S9420
32340,N7990
32341,S9420
32342,G4772
32343,N8129
32344,I5610
32345,M6910
32346,S9420
32347,O8413
32348,A0150
32349,Q8620
32350,M7110
32351,G4649
32352,M7020
32353,N7911
32354,N8020
32355,G4652
32356,O8412
32357,G4649
32358,L6820
32359,A0129
32360,N7710
32361,F4100
32362,K6419
32363,F4220
32364,A0150
32365,Q8620
32366,H4923
32367,G4651
32368,G4659
32369,G4641
32370,R9311
32371,S9609
32372,J6120
32373,A0321
32374,H4923
32375,B0810
32376,O8413
32377,M7220
32378,C1040
32379,A0163
32380,S9609
32381,P8510
32382,G4649
32383,G4620
32384,G4663
32385,K6419
32386,F4100
32387,N7710
32388,L6820
32389,C1622
32390,F4100
32391,F4100
32392,G4752
32393,G4659
32394,G4752
32395,L6820
32396,M7020
32397,G4649
32398,B0910
32399,F4100
32400,N8219
32401,F4100
32402,M6910
32403,S9420
32404,G4610
32405,C1079
32406,Q8690
32407,H5229
32408,J5811
32409,S9411
32410,S9420
32411,G4630
32412,S9411
32413,O8423
32414,K6622
32415,G4652
32416,M7020
32417,L6820
32418,F4321
32419,M6920
32420,M7110
32421,N7710
32422,P8530
32423,G4641
32424,L6810
32425,M6910
32426,H5022
32427,Q8690
32428,C1709
32429,L6810
32430,F4220
32431,H4922
32432,O8411
32433,A0126
32434,G4510
32435,F4100
32436,J6120
32437,E3600
32438,C2013
32439,P8549
32440,Q8620
32441,O8413
32442,J5813
32443,O8411
32444,H4923
32445,F4100
32446,M7010
32447,I5610
32448,F4220
32449,L6810
32450,P8549
32451,J6311
32452,S9420
32453,F4100
32454,F4100
32455,O8412
32456,Q8890
32457,Q8690
32458,K6630
32459,Q8890
32460,O8411
32461,P8549
32462,Q8620
32463,O8422
32464,L6820
32465,V0300
32466,M7110
32467,P8510
32468,G4649
32469,C3312
32470,O8412
32471,G4772
32472,G4659
32473,M7020
32474,G4649
32475,E3600
32476,L6810
32477,K6419
32478,G4659
32479,K6419
32480,N8010
32481,O8412
32482,P8549
32483,S9420
32484,O8422
32485,G4520
32486,G4652
32487,A0321
32488,F4321
32489,G4649
32490,G4649
32491,M7020
32492,L6810
32493,L6820
32494,O8411
32495,H5221
32496,N8129
32497,S9420
32498,N7911
32499,K6419
32500,C2391
32501,C2220
32502,M7110
32503,I5510
32504,A0321
32505,B0810
32506,G4711
32507,F4321
32508,M6920
32509,H4923
32510,G4663
32511,S9420
32512,H4923
32513,H4922
32514,G4752
32515,G4649
32516,F4210
32517,H4923
32518,F4100
32519,G4649
32520,F4210
32521,G4530
32522,F4100
32523,K6420
32524,H4923
32525,L6820
32526,G4663
32527,P8549
32528,M7020
32529,I5610
32530,G4620
32531,H4922
32532,L6810
32533,M7020
32534,S9609
32535,G4730
32536,M7020
32537,K6499
32538,G4651
32539,Q8790
32540,N8010
32541,F4100
32542,O8412
32543,M7020
32544,C1050
32545,F4210
32546,M7110
32547,G4752
32548,H4921
32549,I5630
32550,M7310
32551,O8411
32552,N7911
32553,N7710
32554,K6630
32555,M7220
32556,J5911
32557,C2023
32558,M7020
32559,G4641
32560,L6810
32561,C2220
32562,C1079
32563,A0122
32564,G4690
32565,G4690
32566,S9499
32567,G4651
32568,N8121
32569,C1101
32570,M7110
32571,K6630
32572,M7020
32573,L6810
32574,S9420
32575,N7911
32576,Q8720
32577,N7710
32578,B0729
32579,M7020
32580,S9420
32581,G4690
32582,O8411
32583,H4922
32584,G4649
32585,A0146
32586,G4653
32587,M7020
32588,H4922
32589,L6820
32590,N7710
32591,Q8890
32592,H4922
32593,O8412
32594,G4530
32595,G4649
32596,H4923
32597,L6810
32598,V0300
32599,O8430
32600,H4923
32601,G4799
32602,N8129
32603,H4922
32604,R9311
32605,H5221
32606,A0150
32607,M7020
32608,G4530
32609,O8412
32610,M7010
32611,P8549
32612,M7110
32613,I5510
32614,G4649
32615,L6810
32616,C1709
32617,G4752
32618,A0321
32619,K6630
32620,N7911
32621,G4690
32622,F4210
32623,O8412
32624,H5221
32625,K6630
32626,H4923
32627,M7020
32628,M7010
32629,K6512
32630,N8129
32631,C2100
32632,M7020
32633,G4620
32634,O8412
32635,C2220
32636,G4661
32637,F4210
32638,H5229
32639,A0321
32640,S9609
32641,S9491
32642,P8530
32643,H4921
32644,D3510
32645,Q8890
32646,O8412
32647,O8412
32648,R9311
32649,F4220
32650,S9609
32651,H5221
32652,G4659
32653,K6419
32654,N7710
32655,F4100
32656,G4652
32657,L6820
32658,S9420
32659,H4923
32660,G4630
32661,K6630
32662,S9420
32663,S9411
32664,E3700
32665,H4923
32666,K6430
32667,G4669
32668,L6820
32669,F4220
32670,H4923
32671,K6619
32672,G4510
32673,M7020
32674,C1061
32675,J6201
32676,F4100
32677,P8510
32678,H4923
32679,P8549
32680,M7020
32681,M7020
32682,K6420
32683,M7020
32684,C1623
32685,G4530
32686,A0150
32687,F4210
32688,G4741
32689,I5630
32690,J5911
32691,O8423
32692,C1061
32693,B0910
32694,G4530
32695,A0141
32696,A0161
32697,G4690
32698,F4210
32699,S9499
32700,S9609
32701,N8010
32702,B0910
32703,O8412
32704,M7310
32705,G4649
32706,O8411
32707,N8129
32708,A0113
32709,G4690
32710,M7020
32711,H4922
32712,M7490
32713,S9609
32714,H4923
32715,L6820
32716,G4753
32717,K6419
32718,L6810
32719,G4641
32720,P8549
32721,C1812
32722,C2410
32723,C1073
32724,N8129
32725,Q8890
32726,C1920
32727,S9499
32728,F4390
32729,L6820
32730,G4663
32731,G4651
32732,L6810
32733,O8413
32734,S9420
32735,F4100
32736,G4520
32737,C2592
32738,M7220
32739,J6120
32740,L6810
32741,G4649
32742,C1101
32743,M7310
32744,G4649
32745,N7911
32746,H5210
32747,L6810
32748,M6920
32749,H4921
32750,G4641
32751,G4663
32752,P8549
32753,H4922
32754,S9420
32755,G4649
32756,Q8810
32757,M7110
32758,A0321
32759,H4923
32760,G4663
32761,L6810
32762,H4923
32763,H4921
32764,I5621
32765,K6419
32766,K6611
32767,P8549
32768,H4923
32769,F4290
32770,A0163
32771,A0321
32772,Q8720
32773,G4659
32774,G4649
32775,C2023
32776,S9420
32777,I5510
32778,E3600
32779,S9420
32780,S9601
32781,N8129
32782,G4630
32783,S9420
32784,H4921
32785,N7730
32786,M6920
32787,M7020
32788,N7710
32789,G4690
32790,L6820
32791,S9411
32792,M7110
32793,M7490
32794,S9491
32795,L6810
32796,K6419
32797,L6810
32798,G4610
32799,H5224
32800,M6920
32801,F4100
32802,M6920
32803,L6810
32804,O8412
32805,N8230
32806,L6810
32807,F4100
32808,A0321
32809,M7020
32810,F4100
32811,M7020
32812,G4663
32813,P8510
32814,G4510
32815,M6910
32816,G4651
32817,H5224
32818,C1410
32819,G4772
32820,K6511
32821,K6611
32822,G4741
32823,M7110
32824,O8411
32825,G4630
32826,H4923
32827,P8521
32828,G4651
32829,G4510
32830,G4630
32831,S9420
32832,L6810
32833,S9609
32834,M7020
32835,O8412
32836,S9420
32837,M7110
32838,S9420
32839,N8129
32840,M7220
32841,M7020
32842,M7110
32843,M6920
32844,C2410
32845,S9420
32846,J6120
32847,M7110
32848,M7490
32849,K6419
32850,L6810
32851,G4751
32852,S9420
32853,A0321
32854,H4922
32855,H5224
32856,M7020
32857,S9420
32858,A0163
32859,H4923
32860,C1080
32861,H5221
32862,K6630
32863,C1073
32864,O8423
32865,G4773
32866,H4921
32867,I5610
32868,Q8790
32869,J6201
32870,Q8610
32871,A0146
32872,Q8620
32873,H5221
32874,K6622
32875,K6622
32876,L6820
32877,F4100
32878,C1079
32879,G4663
32880,K6419
32881,G4690
32882,G4659
32883,I5610
32884,O8412
32885,S9491
32886,G4659
32887,M7020
32888,R9329
32889,N7911
32890,L6820
32891,G4651
32892,G4663
32893,K6622
32894,O8423
32895,C1812
32896,F4210
32897,B0729
32898,N8129
32899,G4690
32900,M7110
32901,A0150
32902,O8423
32903,K6630
32904,A0321
32905,G4530
32906,M7020
32907,A0127
32908,H4923
32909,S9411
32910,G4652
32911,S9491
32912,P8549
32913,V0300
32914,H4921
32915,M7020
32916,S9499
32917,Q8890
32918,H4921
32919,H4923
32920,L6820
32921,G4630
32922,M7020
32923,L6810
32924,C2819
32925,M7020
32926,G4530
32927,P8549
32928,L6810
32929,M6920
32930,L6820
32931,S9420
32932,M7020
32933,S9499
32934,N7911
32935,L6810
32936,F4210
32937,N7710
32938,A0311
32939,G4510
32940,H4922
32941,G4659
32942,G4520
32943,O8411
32944,L6820
32945,M6920
32946,A0122
32947,L6810
32948,M7310
32949,O8411
32950,Q8620
32951,L6810
32952,G4652
32953,G4771
32954,A0122
32955,L6810
32956,M7020
32957,K6419
32958,G4690
32959,Q8620
32960,C3100
32961,K6630
32962,A0119
32963,P8510
32964,J6209
32965,I5621
32966,R9311
32967,A0321
32968,P8510
32969,P8510
32970,S9420
32971,S9491
32972,M7310
32973,M7110
32974,L6810
32975,A0122
32976,K6419
32977,S9420
32978,G4649
32979,S9411
32980,H5221
32981,H4922
32982,B0610
32983,N8129
32984,M6910
32985,G4659
32986,A0163
32987,S9601
32988,M7020
32989,G4752
32990,N7710
32991,L6820
32992,N8129
32993,I5510
32994,L6820
32995,K6630
32996,G4659
32997,M7020
32998,C1621
32999,F4322
33000,G4741
33001,H4922
33002,G4669
33003,H4922
33004,N7911
33005,M7110
33006,G4662
33007,G4651
33008,R9311
33009,C2023
33010,S9420
33011,K6619
33012,G4663
33013,F4321
33014,I5510
33015,M6910
33016,C1104
33017,G4730
33018,H5221
33019,J6201
33020,L6820
33021,F4100
33022,A0127
33023,O8411
33024,F4100
33025,N8211
33026,P8510
33027,M7110
33028,G4641
33029,G4649
33030,G4711
33031,P8510
33032,L6820
33033,H4911
33034,L6820
33035,L6810
33036,K6419
33037,M7110
33038,C1103
33039,G4530
33040,S9411
33041,N7911
33042,M7110
33043,S9491
33044,N7710
33045,H4923
33046,G4741
33047,M7020
33048,M7020
33049,C2512
33050,O8411
33051,A0163
33052,Q8620
33053,S9412
33054,O8413
33055,H4923
33056,G4620
33057,Q8790
33058,F4100
33059,H5210
33060,L6810
33061,G4663
33062,G4649
33063,G4772
33064,C1101
33065,M7020
33066,M7010
33067,K6619
33068,A0129
33069,G4630
33070,S9411
33071,O8411
33072,M7020
33073,G4730
33074,O8411
33075,G4649
33076,M7310
33077,M7110
33078,G4641
33079,G4630
33080,G4530
33081,K6499
33082,H4923
33083,P8510
33084,A0119
33085,G4630
33086,O8411
33087,G4661
33088,K6419
33089,G4641
33090,P8549
33091,L6810
33092,G4741
33093,M7020
33094,G4663
33095,M7110
33096,J6190
33097,G4620
33098,S9420
33099,M6920
33100,G4659
33101,G4510
33102,G4649
33103,H5221
33104,N8121
33105,M6920
33106,Q8810
33107,O8411
33108,G4663
33109,P8521
33110,M7020
33111,G4510
33112,K6430
33113,M7110
33114,F4100
33115,H5210
33116,L6820
33117,N8129
33118,M7020
33119,L6820
33120,G4772
33121,O8412
33122,H5210
33123,L6820
33124,G4659
33125,G4719
33126,S9411
33127,H4923
33128,G4652
33129,C1430
33130,V0300
33131,L6810
33132,H5120
33133,L6810
33134,G4659
33135,G4690
33136,S9491
33137,G4663
33138,G4649
33139,H4922
33140,J6201
33141,A0311
33142,N7810
33143,F4321
33144,H4923
33145,I5610
33146,G4659
33147,N8219
33148,G4663
33149,L6820
33150,L6810
33151,G4659
33152,A0150
33153,Q8890
33154,G4659
33155,G4530
33156,L6810
33157,K6419
33158,Q8620
33159,F4100
33160,G4649
33161,M7020
33162,L6820
33163,H4923
33164,M7020
33165,O8423
33166,C2395
33167,G4730
33168,M7020
33169,H4921
33170,M7110
33171,H4922
33172,M7110
33173,N8010
33174,G4610
33175,P8510
33176,G4661
33177,C2220
33178,H5310
33179,F4100
33180,H4921
33181,A0114
33182,S9420
33183,K6611
33184,M7020
33185,R9311
33186,M7490
33187,H5221
33188,M7020
33189,G4651
33190,B0729
33191,G4649
33192,S9420
33193,C2029
33194,H4923
33195,S9499
33196,S9420
33197,H4922
33198,M7110
33199,F4210
33200,P8549
33201,G4773
33202,I5510
33203,H4922
33204,C1520
33205,J6120
33206,S9411
33207,L6810
33208,K6619
33209,M7020
33210,M7490
33211,S9499
33212,B0729
33213,G4659
33214,L6820
33215,O8413
33216,H4923
33217,G4649
33218,L6820
33219,G4659
33220,M7020
33221,L6810
33222,K6419
33223,G4690
33224,C1101
33225,A0321
33226,K6611
33227,C2819
33228,A0150
33229,H5221
33230,C1410
33231,J6120
33232,J5911
33233,L6810
33234,S9491
33235,P8510
33236,M7310
33237,L6820
33238,C2100
33239,H5221
33240,Q8620
33241,L6820
33242,M7110
33243,P8549
33244,A0119
33245,J5813
33246,I5621
33247,S9420
33248,L6810
33249,G4620
33250,G4659
33251,S9491
33252,M7010
33253,B0910
33254,F4100
33255,G4662
33256,Q8690
33257,G4530
33258,C2220
33259,G4669
33260,G4649
33261,S9499
33262,P8510
33263,M7020
33264,S9491
33265,M7110
33266,S9491
33267,M6910
33268,A0122
33269,G4510
33270,L6820
33271,H4923
33272,M7020
33273,M7110
33274,G4510
33275,H4923
33276,S9420
33277,F4210
33278,L6820
33279,P8521
33280,V0300
33281,C1410
33282,P8530
33283,Q8720
33284,C1812
33285,M6920
33286,G4669
33287,G4721
33288,L6810
33289,C2011
33290,G4651
33291,C3312
33292,F4100
33293,N8010
33294,G4641
33295,G4659
33296,M7490
33297,O8413
33298,M7020
33299,M7110
33300,F4100
33301,I5610
33302,A0150
33303,K6419
33304,E3600
33305,H5221
33306,H4923
33307,O8423
33308,F4100
33309,G4510
33310,G4649
33311,G4661
33312,E3600
33313,G4649
33314,K6630
33315,K6619
33316,A0163
33317,F4100
33318,G4510
33319,G4651
33320,C1410
33321,G4663
33322,M7110
33323,M6910
33324,H5221
33325,C3312
33326,A0141
33327,C2591
33328,K6622
33329,A0321
33330,K6499
33331,G4771
33332,P8530
33333,L6820
33334,F4321
33335,H4923
33336,M7110
33337,G4741
33338,G4752
33339,S9420
33340,C2023
33341,G4641
33342,M7410
33343,C2100
33344,G4663
33345,G4520
33346,H4922
33347,N8129
33348,L6820
33349,G4651
33350,A0119
33351,S9411
33352,J6202
33353,G4520
33354,G4741
33355,G4711
33356,H4921
33357,G4630
33358,I5610
33359,I5610
33360,S9411
33361,K6430
33362,M7490
33363,A0119
33364,G4649
33365,G4641
33366,Q8890
33367,S9491
33368,M7310
33369,G4630
33370,S9420
33371,G4772
33372,F4210
33373,Q8620
33374,S9491
33375,L6810
33376,G4669
33377,Q8720
33378,G4630
33379,H4921
33380,K6611
33381,M7020
33382,M7020
33383,L6820
33384,M7110
33385,M7110
33386,C2100
33387,K6611
33388,N8010
33389,S9491
33390,M7020
33391,M6920
33392,C1410
33393,S9420
33394,A0122
33395,G4659
33396,S9499
33397,G4649
33398,G4659
33399,S9411
33400,N7730
33401,E3811
33402,G4669
33403,G4772
33404,L6820
33405,C3100
33406,G4759
33407,K6430
33408,H5221
33409,S9420
33410,G4663
33411,M7110
33412,G4759
33413,B0729
33414,M6910
33415,N7810
33416,H4923
33417,F4100
33418,G4659
33419,L6810
33420,F4100
33421,G4649
33422,G4653
33423,S9420
33424,Q8620
33425,S9411
33426,R9311
33427,Q8620
33428,M6920
33429,C1072
33430,M7020
33431,A0150
33432,A0240
33433,G4630
33434,S9602
33435,S9420
33436,H5110
33437,N8010
33438,G4651
33439,L6820
33440,K6419
33441,S9420
33442,O8411
33443,G4759
33444,L6820
33445,K6419
33446,K6619
33447,S9499
33448,C1811
33449,C1511
33450,M7020
33451,O8413
33452,G4663
33453,A0321
33454,S9609
33455,A0163
33456,F4100
33457,R9311
33458,S9609
33459,O8413
33460,L6810
33461,M7010
33462,E3600
33463,R9311
33464,B0810
33465,H4923
33466,C1030
33467,V0300
33468,G4630
33469,O8411
33470,H4923
33471,H4923
33472,S9411
33473,N7911
33474,G4520
33475,S9420
33476,S9420
33477,C1073
33478,L6810
33479,Q8720
33480,A0121
33481,G4630
33482,G4721
33483,H5221
